Name,BSE_code,NSE_code,Industry,Current_Price,Market_Capitalization
Parmax Pharma,540359,,Pharmaceuticals - Indian - Bulk Drugs, 30 , 11 
Moongipa Capital,530167,,Finance & Investments, 37 , 11 
Panabyte Tech,538742,,Trading, 26 , 11 
Galaxy Agrico,531911,,Castings & Forgings, 42 , 11 
Avishkar Infra,508929,,Construction, 48 , 11 
Navigant Corp.,539521,,Finance & Investments, 36 , 11 
C J Gelatine,507515,,Chemicals, 24 , 11 
Sharpline Broadc,543341,,Miscellaneous, 7 , 11 
Market Creators,526891,,Finance & Investments, 11 , 12 
SRU Steels,540914,,Trading, 10 , 12 
Mac Hotels,541973,,Hotels, 39 , 12 
Setubandhan Inf.,533605,SETUINFRA,Construction, 1 , 12 
RLF,512618,,Textiles - Products, 12 , 12 
Sailani Tours N,543541,,Travel Agencies, 25 , 12 
Shivagrico Impl.,522237,,Castings & Forgings, 23 , 12 
Kashyap TeleMed.,531960,,Computers - Software - Medium / Small, 2 , 12 
Synthiko Foils,513307,,Aluminium and Aluminium Products, 67 , 12 
Lippi Systems,526604,,Engineering, 17 , 12 
Norris Medicines,524414,,Pharmaceuticals - Indian - Bulk Drugs & Formln, 12 , 12 
Jattashankar Ind,514318,,Textiles - Processing, 27 , 12 
Pratiksha Chem.,531257,,Dyes And Pigments, 21 , 12 
Ganga Pharma.,539680,,Pharmaceuticals - Indian - Formulations, 25 , 12 
Unjha Formul.,531762,,Pharmaceuticals - Indian - Formulations, 27 , 12 
Rajas. Tube Mfg,530253,,Steel - Medium / Small, 27 , 12 
GCM Capital,538319,,Finance & Investments, 7 , 12 
Konark Synth,514128,,Textiles - Processing, 21 , 12 
Premier,500540,PREMIER,Engineering, 4 , 12 
Amraworld Agrico,531991,,Trading, 1 , 12 
Harmony Capital,530055,,Finance & Investments, 41 , 12 
Elegant Floricul,526473,,Miscellaneous, 6 , 12 
Gowra Leasing,530709,,Finance & Investments, 41 , 12 
Bharat Bhushan,511501,,Finance & Investments, 37 , 12 
BCL Enterprises,539621,,Finance & Investments, 1 , 12 
Blu.Coast Hotel.,531495,BLUECOAST,Hotels, 10 , 12 
Natural Biocon,543207,,Trading, 11 , 12 
Polytex India,512481,,Finance & Investments, 9 , 12 
Times Green Ener,543310,,Trading, 75 , 12 
Abhinav Leasing,538952,,Finance & Investments, 3 , 13 
Eurotex Industri,521014,EUROTEXIND,Construction, 14 , 13 
Raunaq Intl.,537840,,Engineering - Turnkey Services, 37 , 13 
Longview Tea,526568,,Trading, 42 , 13 
Indra Industries,539175,,Fertilizers, 19 , 13 
S K Internation.,542728,,Textiles - Products, 17 , 13 
Supertex Inds.,526133,,Textiles - Processing, 11 , 13 
Asian Petroprod.,524434,,Trading, 15 , 13 
Globe Commercial,540266,,Trading, 21 , 13 
Shyamkamal Inv,505515,,Finance & Investments, 13 , 13 
Sun Retail,542025,,Trading, 1 , 13 
SMVD Poly Pack,,SMVD,Plastics Products, 13 , 13 
DCM Financial,511611,DCMFINSERV,Finance & Investments, 6 , 13 
Suryavanshi Spg.,514140,,Textiles - Cotton/Blended, 26 , 13 
Lords Ishwar,530065,,Hotels, 17 , 13 
Shalimar Agencie,539895,,Finance & Investments, 43 , 13 
UTL Industries,500426,,Computers - Software - Medium / Small, 4 , 13 
GSB Finance,511543,,Finance & Investments, 21 , 13 
Sh. Rajas. Synt.,503837,,Textiles - Spinning - Synthetic / Blended, 9 , 13 
Step Two Corp.,531509,,Finance & Investments, 30 , 13 
Rap Media,531583,,Construction, 22 , 13 
Sumeru Industrie,530445,,Trading, 2 , 13 
Sh. Ganesh Elas.,530797,,Finance & Investments, 23 , 13 
Triveni Enterpri,538569,,Trading, 2 , 13 
Sanco Industries,,SANCO,Plastics Products, 10 , 13 
Sh. Steel Wire,513488,,Steel - Medium / Small, 39 , 13 
Vani Commercials,538918,,Finance & Investments, 11 , 13 
Octal Credit Cap,538894,,Finance & Investments, 26 , 13 
Vikalp Securitie,531334,,Finance & Investments, 43 , 13 
Bacil Pharma,524516,,Pharmaceuticals - Indian - Bulk Drugs, 22 , 13 
Organic Coatings,531157,,Chemicals, 17 , 13 
SC Agrotech,526081,,Miscellaneous, 22 , 13 
Rajasthan Cylind,538707,,Miscellaneous, 39 , 13 
Shree Mfg. Co.,503863,,Textiles - Cotton/Blended, 16 , 13 
Seasons Textiles,514264,,Textiles - Products, 18 , 13 
Disha Resources,531553,,Trading, 18 , 13 
Phyto Chem (I),524808,,Pesticides / Agrochemicals - Indian, 31 , 13 
Pasari Spinning,521080,,Textiles - Cotton/Blended, 10 , 13 
Manav Infra,,MANAV,Construction, 19 , 13 
Amalgamated Elec,501622,,Miscellaneous, 48 , 13 
Millen. Online,511187,,Trading, 3 , 13 
Jointeca Educati,534659,,Computers - Software - Medium / Small, 13 , 13 
Spectrum Foods,531982,,Food - Processing - Indian, 27 , 13 
Gemstone Invest.,531137,,Finance & Investments, 2 , 13 
Panth Infinity,539143,,Trading, 7 , 13 
Anjani Finance,531878,,Finance & Investments, 13 , 13 
Stratmont Indus.,530495,,Trading, 38 , 13 
Raj Packaging,530111,,Packaging, 29 , 13 
Aanchal Ispat,538812,,Steel - Medium / Small, 6 , 13 
Sonalis Consumer,543924,,Trading, 67 , 13 
Eastcoast Steel,520081,,Trading, 25 , 14 
Indo Euro Indch.,524458,,Trading, 15 , 14 
Kotia Enterprise,539599,,Trading, 19 , 14 
Prima Agro,519262,,Miscellaneous, 26 , 14 
Beryl Securities,531582,,Finance & Investments, 28 , 14 
Alexander Stamps,511463,,Trading, 15 , 14 
Amiable Logistic,,AMIABLE,Miscellaneous, 79 , 14 
Deccan Bearings,505703,,Trading, 63 , 14 
Gilada Finance,538788,,Finance & Investments, 10 , 14 
Sarup Industries,514412,,Leather / Leather Products, 43 , 14 
York Exports,530675,,Textiles - Products, 41 , 14 
Usha Mart. Edu.,532398,UMESLTD,Computers - Education, 5 , 14 
Flora Textiles,530705,,Textiles - Processing, 23 , 14 
7NR Retail Ltd,540615,,Trading, 5 , 14 
Sterling Green,526500,,Hotels, 33 , 14 
Shukra Bullions,531506,,Diamond Cutting / Jewellery, 28 , 14 
SRM Energy Ltd,523222,,Power Generation And Supply, 16 , 14 
Regent Enterp.,512624,,Trading, 4 , 14 
Asia Pack,530899,,Construction, 54 , 14 
Anka India,531673,,Computers - Software - Medium / Small, 16 , 14 
Omega Interactiv,511644,,Computers - Software - Medium / Small, 285 , 14 
Ace Men,539661,,Trading, 46 , 14 
Arunis Abode,526935,,Construction, 47 , 14 
Modern Shares,509760,,Finance & Investments, 49 , 14 
Creative Eye,532392,CREATIVEYE,Entertainment / Electronic Media Software, 7 , 14 
Omkar Spl.Chem.,533317,OMKARCHEM,Chemicals, 7 , 14 
Integ. Capital,539149,,Miscellaneous, 4 , 14 
Rich Universe,530271,,Trading, 20 , 14 
S I Cap. & Fin.,530907,,Finance & Investments, 32 , 14 
Abate As Indust,531658,,Trading, 29 , 14 
Mid India Inds.,500277,,Trading, 9 , 14 
Indo-City Info.,532100,,Finance & Investments, 14 , 14 
Seven Hill Inds.,511760,,Finance & Investments, 1 , 14 
Ekennis Software,543475,,Computers - Software - Medium / Small, 103 , 14 
Esaar (India),531502,,Finance & Investments, 7 , 14 
Dalal Street Inv,501148,,Finance & Investments, 453 , 15 
Kakatiya Textile,521054,,Textiles - Cotton/Blended, 25 , 15 
Future Supply,540798,FSC,Miscellaneous, 3 , 15 
Prism Medico,512217,,Trading, 24 , 15 
Catvision Ltd,531158,,Trading, 27 , 15 
P B A Infra.,532676,,Construction, 11 , 15 
India Lease Dev.,500202,,Finance & Investments, 10 , 15 
Objectone Inform,535657,,Computers - Software - Medium / Small, 14 , 15 
Shah Foods,519031,,Food - Processing - Indian, 245 , 15 
Sofcom Systems,538923,,Computers - Software - Medium / Small, 35 , 15 
Transwind Infra.,,TRANSWIND,Engineering - Turnkey Services, 22 , 15 
Shricon Indus.,508961,,Construction, 119 , 15 
Yashraj Contain.,530063,,Packaging, 9 , 15 
Saianand Commer.,512097,,Trading, 1 , 15 
Avasara Finance,511730,,Finance & Investments, 30 , 15 
Square Four Pro.,526532,,Construction, 8 , 15 
Kapil Cotex,512036,,Textiles - Processing, 144 , 15 
Photoquip India,526588,,Photographic And Allied Products, 25 , 15 
Ladam Affordab.,540026,,Construction, 8 , 15 
Rajdarshan Inds,526662,ARENTERP,Trading, 48 , 15 
Sri Lak.Sar.Arni,521161,,Textiles - Cotton/Blended, 45 , 15 
SPS Intl.,530177,,Trading, 36 , 15 
Olympic Oil Ind.,507609,,Trading, 53 , 15 
Sita Enterprises,512589,,Finance & Investments, 50 , 15 
Vivo Collaborat.,,VIVO,Computers - Software - Medium / Small, 75 , 15 
Suncity Synth.,530795,,Textiles - Processing, 31 , 15 
Milestone Global,531338,,Miscellaneous, 30 , 15 
Alps Industries,530715,ALPSINDUS,Textiles - Products, 4 , 15 
Jindal Leasefin,539947,,Finance & Investments, 51 , 15 
Norben Tea,519528,NORBTEAEXP,Tea, 13 , 15 
S. V. J. Enterp.,543799,,Paper, 27 , 15 
GTN Textiles,532744,,Textiles - Cotton/Blended, 13 , 15 
NPR Finance,530127,,Finance & Investments, 26 , 15 
Sarda Proteins,519242,,Trading, 89 , 15 
Trimurthi,536565,,Finance & Investments, 19 , 15 
Sahara,544056,,Miscellaneous, 50 , 15 
Rama Paper Mills,500357,,Paper, 16 , 15 
Unistar Multim.,532035,,Entertainment / Electronic Media Software, 6 , 15 
Sri Nacha. Cott.,521234,,Textiles - Cotton/Blended, 36 , 15 
Mayukh Dealtrade,539519,,Trading, 7 , 15 
Rotographics (I),539922,,Trading, 43 , 15 
Padam Cotton,531395,,Finance & Investments, 40 , 16 
Richa Info,,RICHA,Computers - Hardware, 64 , 16 
Ador Multi Prod.,523120,,Personal Care - Indian, 33 , 16 
Span Divergent,524727,,Miscellaneous, 29 , 16 
Cubical Finan,511710,,Finance & Investments, 2 , 16 
DAPS Advertising,543651,,Miscellaneous, 30 , 16 
Super Fine Knit.,540269,,Textiles - Products, 13 , 16 
S R G Securities,536710,,Finance & Investments, 29 , 16 
Meyer Apparel,531613,,Textiles - Products, 2 , 16 
Orosil Smiths,531626,,Diamond Cutting / Jewellery, 4 , 16 
Innovatus Enter.,543951,,Miscellaneous, 40 , 16 
Ortin Labs.,539287,ORTINLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln, 19 , 16 
Swarna Securitie,531003,,Miscellaneous, 52 , 16 
Aryavan Enterprise Ltd.,539455,,Trading, 41 , 16 
Abhishek Finle.,538935,,Finance & Investments, 37 , 16 
Kothari Indl,509732,,Trading, 8 , 16 
Yash Innoventure,523650,,Construction, 24 , 16 
Econo Trade Indi,538708,,Finance & Investments, 8 , 16 
Rander Corpn.,531228,,Finance & Investments, 13 , 16 
Hathway Bhawani,509073,,Entertainment / Electronic Media Software, 20 , 16 
Svaraj Trading,503624,,Trading, 11 , 16 
Spice IslandsInd,526827,,Textiles - Products, 37 , 16 
Koura Fine Diamo,544139,,Diamond Cutting / Jewellery, 45 , 16 
Padmanabh Alloys,531779,,Plastics Products, 30 , 16 
Yuvraaj Hygiene,531663,,Plastics Products, 2 , 16 
BFL Asset Finves,539662,,Finance & Investments, 16 , 16 
Evoq Remedies,543500,,Trading, 12 , 16 
Beryl Drugs,524606,,Pharmaceuticals - Indian - Bulk Drugs & Formln, 32 , 16 
Amforge Inds.,513117,,Finance & Investments, 11 , 16 
Vishvprabha Ven.,512064,,Construction, 95 , 16 
Yunik Managing,533149,,Miscellaneous, 11 , 16 
Sover. Diamonds,523826,,Diamond Cutting / Jewellery, 28 , 16 
Prime Capital Ma,535514,,Finance & Investments, 16 , 16 
Raasi Refractor,502271,,Refractories / Intermediates, 35 , 16 
Lypsa Gems,534532,LYPSAGEMS,Trading, 6 , 16 
Trinity League,531846,,Finance & Investments, 21 , 16 
Tirth Plastic,526675,,Trading, 37 , 16 
Enbee Trade,512441,,Finance & Investments, 12 , 17 
Bloom Industries,513422,,Trading, 25 , 17 
Inani Securities,531672,,Finance & Investments, 36 , 17 
Mukat Pipes,523832,,Steel - Medium / Small, 14 , 17 
Vivaa Tradecom,544002,,Trading, 42 , 17 
Harish Textile,542682,,Textiles - Products, 50 , 17 
United Credit,531091,,Finance & Investments, 31 , 17 
Marble City,531281,,Miscellaneous, 14 , 17 
Parle Industries,532911,,Construction, 12 , 17 
Amarnath Sec.,538465,,Finance & Investments, 56 , 17 
R J Shah & Co,509845,,Engineering - Turnkey Services, 598 , 17 
Mehta Integrat.,511377,,Finance & Investments, 34 , 17 
Tokyo Finance,531644,,Finance & Investments, 24 , 17 
SPA CAPT SER,542376,,Finance & Investments, 55 , 17 
Cont. Chemicals,506935,,Computers - Software - Medium / Small, 75 , 17 
Kachchh Minerals,531778,,Mining / Minerals / Metals, 32 , 17 
Madhya Prad. Tod,,MPTODAY,Entertainment / Electronic Media Software, 37 , 17 
Ras Resorts,507966,,Hotels, 43 , 17 
United Interacti,502893,,Computers - Software - Medium / Small, 93 , 17 
Saroja Pharma In,,SAROJA,Trading, 43 , 17 
Ajel,530713,,Computers - Software - Converts, 15 , 17 
Adcon Capital,539506,,Finance & Investments, 1 , 17 
Rita Finance and,543256,,Finance & Investments, 17 , 17 
Jai Mata Glass,523467,,Trading, 2 , 17 
Pradhin,530095,,Trading, 48 , 18 
Bhudevi Infra,526488,,Construction, 38 , 18 
KMG Milk Food,519415,,Food - Processing - Indian, 33 , 18 
Premier Cap Serv,511016,,Trading, 5 , 18 
Vamshi Rubber,530369,,Miscellaneous, 42 , 18 
Kahan Packaging,543979,,Packaging, 65 , 18 
Onesource Ideas,530805,,Finance & Investments, 58 , 18 
S.M. Gold,542034,,Diamond Cutting / Jewellery, 18 , 18 
Shyam Telecom,517411,SHYAMTEL,Trading, 16 , 18 
Adinath Textiles,514113,,Textiles - Spinning - Synthetic / Blended, 26 , 18 
Kkalpana Plastic,523652,,Plastics Products, 32 , 18 
Delta Industrial,539596,,Trading, 33 , 18 
Paos Industries,530291,,Detergents / Intermediates, 29 , 18 
Rite Zone,,RITEZONE,Chemicals, 42 , 18 
Chandni Machines,542627,,Trading, 56 , 18 
Nag. Agri Tech.,531832,,Miscellaneous, 19 , 18 
White Organic Re,542667,,Trading, 6 , 18 
Decipher Labs,524752,,Pharmaceuticals - Indian - Formulations, 18 , 18 
Neelkanth,512565,,Trading, 41 , 18 
GACM Tech-DVR,570005,GATECHDVR,Finance & Investments, 3 , 18 
Shanti Overseas,,SHANTI,Food - Processing - Indian, 16 , 18 
Sterling Powerg.,513575,,Electric Equipment, 35 , 18 
Bisil Plast,531671,,Plastics Products, 3 , 18 
Tarai Foods,519285,,Food - Processing - Indian, 10 , 18 
ABC Gas (Int.),513119,,Trading, 92 , 18 
Solid Stone Co,513699,,Trading, 34 , 18 
Mansi Fin.(Chen),511758,,Finance & Investments, 51 , 18 
K K Fincorp,503669,,Finance & Investments, 32 , 18 
Lime Chemicals,507759,,Chemicals, 28 , 18 
Muller & Phipps,501477,,Trading, 293 , 18 
Cindrella Hotels,526373,,Hotels, 51 , 18 
Manraj Hsg.Fin.,530537,,Finance - Housing, 37 , 18 
Satra Properties,508996,,Construction, 1 , 18 
Mahaan Foods,519612,,Food - Processing - Indian, 53 , 18 
Natraj Proteins,530119,,Solvent Extraction, 49 , 18 
Neueon Towers,532887,,Transmisson Line Towers / Equipment, 3 , 18 
Vivid Global,524576,,Dyes And Pigments, 20 , 19 
Jyotirgamya Ent.,539246,,Trading, 81 , 19 
Prism Finance,531735,,Finance & Investments, 29 , 19 
Golech.Glob.Fin.,531360,,Finance & Investments, 34 , 19 
Rish.Digh.Steel,531539,,Steel - Medium / Small, 34 , 19 
Genomic Valley,539206,,Miscellaneous, 61 , 19 
Sugal & Damani,511654,,Finance & Investments, 30 , 19 
Polo Hotels,526687,,Hotels, 8 , 19 
GCM Securit.,535431,,Finance & Investments, 1 , 19 
Euphoria Infotec,544094,,Computers - Software - Medium / Small, 65 , 19 
Ironwood Educa,508918,,Miscellaneous, 24 , 19 
Tradewell Hold,531203,,Finance & Investments, 63 , 19 
Shree Metalloys,531962,,Trading, 36 , 19 
ISF,526859,,Finance & Investments, 2 , 19 
Inter State Oil,530259,,Miscellaneous, 38 , 19 
Duke Offshore,531471,,Oil Drilling / Allied Services, 19 , 19 
Silly Monks,,SILLYMONKS,Entertainment / Electronic Media Software, 19 , 19 
Deep Diamond,539559,,Diamond Cutting / Jewellery, 6 , 19 
Mitshi India,523782,,Trading, 22 , 19 
Kartik Invest.,501151,,Finance & Investments, 786 , 19 
Parshwanath Corp,511176,,Construction, 61 , 19 
Niks Technology,543282,,Computers - Software - Medium / Small, 451 , 19 
Kunststoff Inds.,523594,,Plastics Products, 28 , 19 
IB Infotech,519463,,Trading, 150 , 19 
Rajkamal Synth.,514028,,Textiles - Processing, 30 , 19 
Marg Techno-Proj,540254,,Finance & Investments, 32 , 19 
Tavernier Res.,531190,,Trading, 32 , 19 
Samyak Internati,530025,,Trading, 31 , 19 
Octaware Tech.,540416,,Computers - Software - Medium / Small, 54 , 19 
Sellwin Traders,538875,,Miscellaneous, 24 , 19 
Sharp Investment,538212,,Finance & Investments, 1 , 19 
Gala Global,539228,,Printing & Stationery, 4 , 19 
Paramount Cosmet,507970,,Personal Care - Indian, 40 , 19 
Shiva Granito,540072,,Mining / Minerals / Metals, 15 , 19 
First Custodian,511122,,Finance & Investments, 130 , 20 
Dipna Pharmachem,543594,,Trading, 8 , 20 
Patron Exim,543798,,Trading, 8 , 20 
Jagjanani Text.,532825,,Textiles - Cotton/Blended, 13 , 20 
Emmessar Biotech,524768,,Chemicals, 39 , 20 
Colinz Labs,531210,,Pharmaceuticals - Indian - Formulations, 43 , 20 
MPL Plastics,526143,,Plastics Products, 16 , 20 
Samtex Fashion,521206,,Textiles - Products, 3 , 20 
Kush Industries,514240,,Textiles - Processing, 13 , 20 
Polymac Thermof.,537573,,Plastics Products, 41 , 20 
Hindustan Agrig.,519574,,Miscellaneous, 45 , 20 
South Asian Ent.,526477,,Trading, 50 , 20 
Switching Tech.,517201,,Electric Equipment, 81 , 20 
Shree Bhavya,521131,,Textiles - Processing, 21 , 20 
R R Fin. Cons.,511626,,Finance & Investments, 18 , 20 
Guj. Lease Fin.,500174,GLFL,Finance & Investments, 7 , 20 
Helpage Finlease,539174,,Finance & Investments, 20 , 20 
Kretto Syscon,531328,,Construction, 1 , 20 
CRP Risk Mgt.,540903,,Miscellaneous, 11 , 20 
Frontline Corp.,532042,,Trading, 40 , 20 
Ishita Drugs,524400,,Pharmaceuticals - Indian - Bulk Drugs, 67 , 20 
Sparc Electrex,531370,,Trading, 20 , 20 
U. H. Zaveri,541338,,Trading, 20 , 20 
Ajcon Global,511692,,Finance & Investments, 33 , 20 
Minaxi Textiles,531456,,Textiles - Processing, 4 , 20 
Yogi Infra Proj.,522209,,Construction, 12 , 20 
Nyssa Corp.,504378,,Finance & Investments, 7 , 20 
Link Pharma Chem,524748,,Chemicals, 46 , 20 
Citizen Infoline,538786,,Trading, 38 , 20 
Eastern Treads,531346,,Miscellaneous, 39 , 20 
Glance Finance,531199,,Finance & Investments, 90 , 20 
Sh. Karthik Pap.,516106,,Paper, 11 , 20 
Sterling Guaran.,508963,,Miscellaneous, 31 , 20 
Groarc Industrie,532315,,Finance & Investments, 10 , 20 
TCI Finance,501242,TCIFINANCE,Finance & Investments, 16 , 21 
Vivanza Biosci.,530057,,Trading, 5 , 21 
Sumeet Industrie,514211,SUMEETINDS,Textiles - Manmade, 2 , 21 
Hisar Spg. Mills,521068,,Textiles - Cotton/Blended, 55 , 21 
Sanghvi Brands,540782,,Miscellaneous, 20 , 21 
BKV Industries,519500,,Aquaculture, 13 , 21 
Bright Solar,,BRIGHT,Pumps, 8 , 21 
Sujala Trading &,539117,,Finance & Investments, 36 , 21 
Asian Warehous.,543927,,Miscellaneous, 60 , 21 
Vaxtex Cotfab,,VCL,Textiles - Products, 1 , 21 
Sarvottam Finve.,539124,,Finance & Investments, 28 , 21 
NMS Global,522289,,Miscellaneous, 70 , 21 
Apt Packaging,506979,,Plastics Products, 40 , 21 
Sibar Auto Parts,520141,,Auto Ancillaries, 13 , 21 
RTCL,531552,,Construction, 18 , 21 
Reetech Intl,543617,,Trading, 50 , 21 
Novateor Resear.,542771,,Personal Care - Indian, 44 , 21 
Darshan Orna,539884,,Trading, 4 , 21 
Gautam Exim,540613,,Trading, 69 , 21 
Scan Projects,531797,,Trading, 74 , 21 
Labelkraft Tech.,543830,,Computers - Hardware, 66 , 21 
IEL,524614,,Trading, 6 , 21 
Osiajee Texfab,540198,,Trading, 39 , 21 
Palm Jewels,541444,,Trading, 21 , 21 
Crane Infra,538770,,Construction, 30 , 21 
Finelistings,544173,,Computers - Software - Medium / Small, 59 , 21 
Dynamic Industri,524818,,Dyes And Pigments, 71 , 21 
Tasty Dairy,540955,,Food - Processing - Indian, 10 , 21 
Neeraj Paper Mkt,539409,,Trading, 20 , 21 
G K P Printing,542666,,Trading, 10 , 21 
Garbi Finvest,539492,,Finance & Investments, 18 , 21 
Daulat Securitie,530171,,Finance & Investments, 43 , 22 
IND Renewable,536709,,Power Generation And Supply, 16 , 22 
Gem Spinners,521133,,Textiles - Cotton/Blended, 4 , 22 
Brandbucket Med.,543439,,Miscellaneous, 9 , 22 
Gian Lifecare,542918,,Healthcare, 21 , 22 
Classic Filament,540310,,Trading, 36 , 22 
Velan Hotels,526755,,Hotels, 7 , 22 
Shrydus Indust.,511493,,Finance & Investments, 18 , 22 
Winpro Industrie,531337,WINPRO,Entertainment / Electronic Media Software, 2 , 22 
Uniroyal Ind,521226,,Textiles - Products, 27 , 22 
Veerkrupa Jewel,543545,,Trading, 2 , 22 
Southern Latex,514454,,Textiles - Products, 30 , 22 
Howard Hotels,526761,,Hotels, 24 , 22 
Indus Finance,531841,,Finance & Investments, 24 , 22 
Cont. Securities,538868,,Finance & Investments, 8 , 22 
BNR Udyog,530809,,Finance & Investments, 74 , 22 
Reliable Ventur.,532124,,Hotels, 20 , 22 
J D Orgochem,524592,,Trading, 17 , 22 
Billwin Indust.,543209,,Textiles - Products, 53 , 22 
Bothra Metals,535279,,Aluminium and Aluminium Products, 12 , 22 
Vrundavan Planta,544011,,Miscellaneous, 42 , 22 
Jaipan Industrie,505840,,Trading, 37 , 22 
Jainex Aamcol,505212,,Auto Ancillaries, 151 , 23 
Shanti Guru Inds,534708,,Trading, 18 , 23 
KCL Infra,531784,,Construction, 1 , 23 
Prag Bosimi Syn.,500192,,Textiles - Manmade, 3 , 23 
Ritesh Intl.,519097,,Chemicals, 27 , 23 
Zenith Health,530665,,Pharmaceuticals - Indian - Formulations, 4 , 23 
Pro Fin Capital,511557,,Finance & Investments, 1 , 23 
Valson Industrie,530459,,Textiles - Processing, 30 , 23 
Iykot Hitech,522245,,Engineering, 16 , 23 
Lead Reclaim,,LRRPL,Miscellaneous, 31 , 23 
Pecos Hotels,539273,,Hotels, 176 , 23 
Sarthak Industri,531930,,Trading, 25 , 23 
Gujarat Hy-Spin,540938,,Textiles - Cotton/Blended, 14 , 23 
Anupam Finserv,530109,,Finance & Investments, 2 , 23 
Nanavati Venture,543522,,Trading, 50 , 23 
Octavius Plant.,542938,,Trading, 77 , 23 
